"0#0","Pos.","Player","Date of birth (age)","Caps","Goals","Club","player_url","name","club_name","club_name_detailed","club_url","country","wikidata_item"
14,"3MF","Oğuzhan Özyakup","(1992-09-23)23 September 1992 (aged 23)",20,1,"Beşiktaş","https://en.wikipedia.org/wiki/O%C4%9Fuzhan_%C3%96zyakup","Oğuzhan Özyakup","Beşiktaş","Beşiktaş J.K.","https://en.wikipedia.org/wiki/Be%C5%9Fikta%C5%9F_J.K.","Turkey","https://www.wikidata.org/wiki/Q529162"
15,"3MF","Mehmet Topal","(1986-03-03)3 March 1986 (aged 30)",59,1,"Fenerbahçe","https://en.wikipedia.org/wiki/Mehmet_Topal","Mehmet Topal","Fenerbahçe","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q348199"
16,"3MF","Ozan Tufan","(1995-03-23)23 March 1995 (aged 21)",24,1,"Fenerbahçe","https://en.wikipedia.org/wiki/Ozan_Tufan","Ozan Tufan","Fenerbahçe","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q2043015"
17,"4FW","Burak Yılmaz","(1985-07-15)15 July 1985 (aged 30)",44,20,"Beijing Guoan","https://en.wikipedia.org/wiki/Burak_Y%C4%B1lmaz","Burak Yılmaz","Beijing Guoan","Beijing Guoan","https://en.wikipedia.org/wiki/Beijing_Guoan","Turkey","https://www.wikidata.org/wiki/Q18765"
18,"3MF","Caner Erkin","(1988-10-04)4 October 1988 (aged 27)",47,2,"Fenerbahçe","https://en.wikipedia.org/wiki/Caner_Erkin","Caner Erkin","Fenerbahçe","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q946447"
19,"3MF","Yunus Mallı","(1992-02-24)24 February 1992 (aged 24)",6,0,"1. FSV Mainz 05","https://en.wikipedia.org/wiki/Yunus_Mall%C4%B1","Yunus Mallı","1. FSV Mainz 05","1. FSV Mainz 05","https://en.wikipedia.org/wiki/1._FSV_Mainz_05","Turkey","https://www.wikidata.org/wiki/Q507956"
20,"3MF","Volkan Şen","(1987-07-07)7 July 1987 (aged 28)",17,0,"Fenerbahçe","https://en.wikipedia.org/wiki/Volkan_%C5%9Een","Volkan Şen","Fenerbahçe","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q787409"
21,"4FW","Emre Mor","(1997-07-24)24 July 1997 (aged 18)",2,0,"FC Nordsjælland","https://en.wikipedia.org/wiki/Emre_Mor","Emre Mor","FC Nordsjælland","FC Nordsjælland","https://en.wikipedia.org/wiki/FC_Nordsj%C3%A6lland","Turkey","https://www.wikidata.org/wiki/Q22007007"
22,"2DF","Şener Özbayraklı","(1990-01-23)23 January 1990 (aged 26)",8,0,"Fenerbahçe","https://en.wikipedia.org/wiki/%C5%9Eener_%C3%96zbayrakl%C4%B1","Şener Özbayraklı","Fenerbahçe","Fenerbahçe S.K. (football)","https://en.wikipedia.org/wiki/Fenerbah%C3%A7e_S.K._(football)","Turkey","https://www.wikidata.org/wiki/Q2810222"
23,"1GK","Harun Tekin","(1989-06-17)17 June 1989 (aged 26)",0,0,"Bursaspor","https://en.wikipedia.org/wiki/Harun_Tekin_(footballer)","Harun Tekin (footballer)","Bursaspor","Bursaspor","https://en.wikipedia.org/wiki/Bursaspor","Turkey","https://www.wikidata.org/wiki/Q1587824"
1,"1GK","Ivan Vargić","(1987-03-15)15 March 1987 (aged 29)",2,0,"Rijeka","https://en.wikipedia.org/wiki/Ivan_Vargi%C4%87","Ivan Vargić","Rijeka","HNK Rijeka","https://en.wikipedia.org/wiki/HNK_Rijeka","Croatia","https://www.wikidata.org/wiki/Q6097699"
2,"2DF","Šime Vrsaljko","(1992-01-10)10 January 1992 (aged 24)",19,0,"Sassuolo","https://en.wikipedia.org/wiki/%C5%A0ime_Vrsaljko","Šime Vrsaljko","Sassuolo","U.S. Sassuolo Calcio","https://en.wikipedia.org/wiki/U.S._Sassuolo_Calcio","Croatia","https://www.wikidata.org/wiki/Q391628"
3,"2DF","Ivan Strinić","(1987-07-17)17 July 1987 (aged 28)",35,0,"Napoli","https://en.wikipedia.org/wiki/Ivan_Strini%C4%87","Ivan Strinić","Napoli","S.S.C. Napoli","https://en.wikipedia.org/wiki/S.S.C._Napoli","Croatia","https://www.wikidata.org/wiki/Q314083"
4,"3MF","Ivan Perišić","(1989-02-02)2 February 1989 (aged 27)",47,13,"Internazionale","https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87","Ivan Perišić","Internazionale","Inter Milan","https://en.wikipedia.org/wiki/Inter_Milan","Croatia","https://www.wikidata.org/wiki/Q161054"
5,"2DF","Vedran Ćorluka","(1986-02-05)5 February 1986 (aged 30)",88,4,"Lokomotiv Moscow","https://en.wikipedia.org/wiki/Vedran_%C4%86orluka","Vedran Ćorluka","Lokomotiv Moscow","FC Lokomotiv Moscow","https://en.wikipedia.org/wiki/FC_Lokomotiv_Moscow","Croatia","https://www.wikidata.org/wiki/Q206306"
6,"2DF","Tin Jedvaj","(1995-11-28)28 November 1995 (aged 20)",3,0,"Bayer Leverkusen","https://en.wikipedia.org/wiki/Tin_Jedvaj","Tin Jedvaj","Bayer Leverkusen","Bayer 04 Leverkusen","https://en.wikipedia.org/wiki/Bayer_04_Leverkusen","Croatia","https://www.wikidata.org/wiki/Q7807765"
7,"3MF","Ivan Rakitić","(1988-03-10)10 March 1988 (aged 28)",76,11,"Barcelona","https://en.wikipedia.org/wiki/Ivan_Rakiti%C4%87","Ivan Rakitić","Barcelona","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Croatia","https://www.wikidata.org/wiki/Q115453"
8,"3MF","Mateo Kovačić","(1994-05-06)6 May 1994 (aged 22)",27,1,"Real Madrid","https://en.wikipedia.org/wiki/Mateo_Kova%C4%8Di%C4%87","Mateo Kovačić","Real Madrid","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Croatia","https://www.wikidata.org/wiki/Q701297"
9,"4FW","Andrej Kramarić","(1991-06-19)19 June 1991 (aged 24)",11,4,"1899 Hoffenheim","https://en.wikipedia.org/wiki/Andrej_Kramari%C4%87","Andrej Kramarić","1899 Hoffenheim","TSG 1899 Hoffenheim","https://en.wikipedia.org/wiki/TSG_1899_Hoffenheim","Croatia","https://www.wikidata.org/wiki/Q502898"
10,"3MF","Luka Modrić","(1985-09-09)9 September 1985 (aged 30)",90,10,"Real Madrid","https://en.wikipedia.org/wiki/Luka_Modri%C4%87","Luka Modrić","Real Madrid","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Croatia","https://www.wikidata.org/wiki/Q483837"
11,"2DF","Darijo Srna (captain)","(1982-05-01)1 May 1982 (aged 34)",130,22,"Shakhtar Donetsk","https://en.wikipedia.org/wiki/Darijo_Srna","Darijo Srna","Shakhtar Donetsk","FC Shakhtar Donetsk","https://en.wikipedia.org/wiki/FC_Shakhtar_Donetsk","Croatia","https://www.wikidata.org/wiki/Q184269"
12,"1GK","Lovre Kalinić","(1990-04-03)3 April 1990 (aged 26)",4,0,"Hajduk Split","https://en.wikipedia.org/wiki/Lovre_Kalini%C4%87","Lovre Kalinić","Hajduk Split","HNK Hajduk Split","https://en.wikipedia.org/wiki/HNK_Hajduk_Split","Croatia","https://www.wikidata.org/wiki/Q10512869"
13,"2DF","Gordon Schildenfeld","(1985-03-18)18 March 1985 (aged 31)",27,1,"Dinamo Zagreb","https://en.wikipedia.org/wiki/Gordon_Schildenfeld","Gordon Schildenfeld","Dinamo Zagreb","GNK Dinamo Zagreb","https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb","Croatia","https://www.wikidata.org/wiki/Q314048"
14,"3MF","Marcelo Brozović","(1992-11-16)16 November 1992 (aged 23)",17,4,"Internazionale","https://en.wikipedia.org/wiki/Marcelo_Brozovi%C4%87","Marcelo Brozović","Internazionale","Inter Milan","https://en.wikipedia.org/wiki/Inter_Milan","Croatia","https://www.wikidata.org/wiki/Q3845710"
15,"3MF","Marko Rog","(1995-07-19)19 July 1995 (aged 20)",3,0,"Dinamo Zagreb","https://en.wikipedia.org/wiki/Marko_Rog","Marko Rog","Dinamo Zagreb","GNK Dinamo Zagreb","https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb","Croatia","https://www.wikidata.org/wiki/Q18201931"
16,"4FW","Nikola Kalinić","(1988-01-05)5 January 1988 (aged 28)",29,11,"Fiorentina","https://en.wikipedia.org/wiki/Nikola_Kalini%C4%87","Nikola Kalinić","Fiorentina","ACF Fiorentina","https://en.wikipedia.org/wiki/ACF_Fiorentina","Croatia","https://www.wikidata.org/wiki/Q311368"
17,"4FW","Mario Mandžukić","(1986-05-21)21 May 1986 (aged 30)",66,24,"Juventus","https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87","Mario Mandžukić","Juventus","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Croatia","https://www.wikidata.org/wiki/Q187171"
18,"3MF","Ante Ćorić","(1997-04-14)14 April 1997 (aged 19)",2,0,"Dinamo Zagreb","https://en.wikipedia.org/wiki/Ante_%C4%86ori%C4%87","Ante Ćorić","Dinamo Zagreb","GNK Dinamo Zagreb","https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb","Croatia","https://www.wikidata.org/wiki/Q16837911"
19,"3MF","Milan Badelj","(1989-02-25)25 February 1989 (aged 27)",20,1,"Fiorentina","https://en.wikipedia.org/wiki/Milan_Badelj","Milan Badelj","Fiorentina","ACF Fiorentina","https://en.wikipedia.org/wiki/ACF_Fiorentina","Croatia","https://www.wikidata.org/wiki/Q433120"
20,"4FW","Marko Pjaca","(1995-05-06)6 May 1995 (aged 21)",8,1,"Dinamo Zagreb","https://en.wikipedia.org/wiki/Marko_Pjaca","Marko Pjaca","Dinamo Zagreb","GNK Dinamo Zagreb","https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb","Croatia","https://www.wikidata.org/wiki/Q15039855"
21,"2DF","Domagoj Vida","(1989-04-29)29 April 1989 (aged 27)",38,1,"Dynamo Kyiv","https://en.wikipedia.org/wiki/Domagoj_Vida","Domagoj Vida","Dynamo Kyiv","FC Dynamo Kyiv","https://en.wikipedia.org/wiki/FC_Dynamo_Kyiv","Croatia","https://www.wikidata.org/wiki/Q314227"
22,"4FW","Duje Čop","(1990-02-01)1 February 1990 (aged 26)",4,0,"Málaga","https://en.wikipedia.org/wiki/Duje_%C4%8Cop","Duje Čop","Málaga","Málaga CF","https://en.wikipedia.org/wiki/M%C3%A1laga_CF","Croatia","https://www.wikidata.org/wiki/Q1283439"
23,"1GK","Danijel Subašić","(1984-10-27)27 October 1984 (aged 31)",21,0,"Monaco","https://en.wikipedia.org/wiki/Danijel_Suba%C5%A1i%C4%87","Danijel Subašić","Monaco","AS Monaco FC","https://en.wikipedia.org/wiki/AS_Monaco_FC","Croatia","https://www.wikidata.org/wiki/Q358075"
1,"1GK","Thibaut Courtois","(1992-05-11)11 May 1992 (aged 24)",37,0,"Chelsea","https://en.wikipedia.org/wiki/Thibaut_Courtois","Thibaut Courtois","Chelsea","Chelsea F.C.","https://en.wikipedia.org/wiki/Chelsea_F.C.","Belgium","https://www.wikidata.org/wiki/Q73360"
2,"2DF","Toby Alderweireld","(1989-03-02)2 March 1989 (aged 27)",55,1,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Toby_Alderweireld","Toby Alderweireld","Tottenham Hotspur","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","Belgium","https://www.wikidata.org/wiki/Q128840"
3,"2DF","Thomas Vermaelen","(1985-11-14)14 November 1985 (aged 30)",53,1,"Barcelona","https://en.wikipedia.org/wiki/Thomas_Vermaelen","Thomas Vermaelen","Barcelona","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Belgium","https://www.wikidata.org/wiki/Q184177"
4,"3MF","Radja Nainggolan","(1988-05-04)4 May 1988 (aged 28)",19,4,"Roma","https://en.wikipedia.org/wiki/Radja_Nainggolan","Radja Nainggolan","Roma","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Belgium","https://www.wikidata.org/wiki/Q517192"
5,"2DF","Jan Vertonghen","(1987-04-24)24 April 1987 (aged 29)",77,6,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Jan_Vertonghen","Jan Vertonghen","Tottenham Hotspur","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","Belgium","https://www.wikidata.org/wiki/Q313170"
6,"3MF","Axel Witsel","(1989-01-12)12 January 1989 (aged 27)",67,6,"Zenit Saint Petersburg","https://en.wikipedia.org/wiki/Axel_Witsel","Axel Witsel","Zenit Saint Petersburg","FC Zenit Saint Petersburg","https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg","Belgium","https://www.wikidata.org/wiki/Q151838"
7,"4FW","Kevin De Bruyne","(1991-06-28)28 June 1991 (aged 24)",39,12,"Manchester City","https://en.wikipedia.org/wiki/Kevin_De_Bruyne","Kevin De Bruyne","Manchester City","Manchester City F.C.","https://en.wikipedia.org/wiki/Manchester_City_F.C.","Belgium","https://www.wikidata.org/wiki/Q357984"
8,"3MF","Marouane Fellaini","(1987-11-22)22 November 1987 (aged 28)",68,15,"Manchester United","https://en.wikipedia.org/wiki/Marouane_Fellaini","Marouane Fellaini","Manchester United","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","Belgium","https://www.wikidata.org/wiki/Q275169"
9,"4FW","Romelu Lukaku","(1993-05-13)13 May 1993 (aged 23)",44,12,"Everton","https://en.wikipedia.org/wiki/Romelu_Lukaku","Romelu Lukaku","Everton","Everton F.C.","https://en.wikipedia.org/wiki/Everton_F.C.","Belgium","https://www.wikidata.org/wiki/Q313316"
10,"4FW","Eden Hazard (captain)","(1991-01-07)7 January 1991 (aged 25)",65,13,"Chelsea","https://en.wikipedia.org/wiki/Eden_Hazard","Eden Hazard","Chelsea","Chelsea F.C.","https://en.wikipedia.org/wiki/Chelsea_F.C.","Belgium","https://www.wikidata.org/wiki/Q214204"
11,"4FW","Yannick Ferreira Carrasco","(1993-09-04)4 September 1993 (aged 22)",4,0,"Atlético Madrid","https://en.wikipedia.org/wiki/Yannick_Ferreira_Carrasco","Yannick Ferreira Carrasco","Atlético Madrid","Atlético Madrid","https://en.wikipedia.org/wiki/Atl%C3%A9tico_Madrid","Belgium","https://www.wikidata.org/wiki/Q4284482"
12,"1GK","Simon Mignolet","(1988-03-06)6 March 1988 (aged 28)",16,0,"Liverpool","https://en.wikipedia.org/wiki/Simon_Mignolet","Simon Mignolet","Liverpool","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Belgium","https://www.wikidata.org/wiki/Q125460"
13,"1GK","Jean-François Gillet","(1979-05-31)31 May 1979 (aged 37)",9,0,"Mechelen","https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Gillet","Jean-François Gillet","Mechelen","KV Mechelen","https://en.wikipedia.org/wiki/KV_Mechelen","Belgium","https://www.wikidata.org/wiki/Q509996"
14,"4FW","Dries Mertens","(1987-05-06)6 May 1987 (aged 29)",45,8,"Napoli","https://en.wikipedia.org/wiki/Dries_Mertens","Dries Mertens","Napoli","S.S.C. Napoli","https://en.wikipedia.org/wiki/S.S.C._Napoli","Belgium","https://www.wikidata.org/wiki/Q11954"
15,"2DF","Jason Denayer","(1995-06-28)28 June 1995 (aged 20)",7,0,"Galatasaray","https://en.wikipedia.org/wiki/Jason_Denayer","Jason Denayer","Galatasaray","Galatasaray S.K. (football)","https://en.wikipedia.org/wiki/Galatasaray_S.K._(football)","Belgium","https://www.wikidata.org/wiki/Q17517046"
16,"2DF","Thomas Meunier","(1991-09-12)12 September 1991 (aged 24)",5,0,"Club Brugge","https://en.wikipedia.org/wiki/Thomas_Meunier","Thomas Meunier","Club Brugge","Club Brugge KV","https://en.wikipedia.org/wiki/Club_Brugge_KV","Belgium","https://www.wikidata.org/wiki/Q2036160"
17,"4FW","Divock Origi","(1995-04-18)18 April 1995 (aged 21)",19,3,"Liverpool","https://en.wikipedia.org/wiki/Divock_Origi","Divock Origi","Liverpool","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Belgium","https://www.wikidata.org/wiki/Q4254043"
18,"2DF","Christian Kabasele","(1991-02-24)24 February 1991 (aged 25)",0,0,"Genk","https://en.wikipedia.org/wiki/Christian_Kabasele","Christian Kabasele","Genk","K.R.C. Genk","https://en.wikipedia.org/wiki/K.R.C._Genk","Belgium","https://www.wikidata.org/wiki/Q2057994"
19,"3MF","Mousa Dembélé","(1987-07-16)16 July 1987 (aged 28)",65,5,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Mousa_Demb%C3%A9l%C3%A9_(footballer,_born_1987)","Mousa Dembélé (footballer, born 1987)","Tottenham Hotspur","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","Belgium","https://www.wikidata.org/wiki/Q59194"
20,"4FW","Christian Benteke","(1990-12-03)3 December 1990 (aged 25)",26,6,"Liverpool","https://en.wikipedia.org/wiki/Christian_Benteke","Christian Benteke","Liverpool","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Belgium","https://www.wikidata.org/wiki/Q60326"
21,"2DF","Jordan Lukaku","(1994-07-25)25 July 1994 (aged 21)",4,0,"Oostende","https://en.wikipedia.org/wiki/Jordan_Lukaku","Jordan Lukaku","Oostende","K.V. Oostende","https://en.wikipedia.org/wiki/K.V._Oostende","Belgium","https://www.wikidata.org/wiki/Q3323347"
22,"4FW","Michy Batshuayi","(1993-10-02)2 October 1993 (aged 22)",5,2,"Marseille","https://en.wikipedia.org/wiki/Michy_Batshuayi","Michy Batshuayi","Marseille","Olympique de Marseille","https://en.wikipedia.org/wiki/Olympique_de_Marseille","Belgium","https://www.wikidata.org/wiki/Q2301910"
23,"2DF","Laurent Ciman","(1985-08-05)5 August 1985 (aged 30)",11,1,"Montreal Impact","https://en.wikipedia.org/wiki/Laurent_Ciman","Laurent Ciman","Montreal Impact","Montreal Impact","https://en.wikipedia.org/wiki/Montreal_Impact","Belgium","https://www.wikidata.org/wiki/Q1100297"
1,"1GK","Gianluigi Buffon (captain)","(1978-01-28)28 January 1978 (aged 38)",157,0,"Juventus","https://en.wikipedia.org/wiki/Gianluigi_Buffon","Gianluigi Buffon","Juventus","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q68060"
2,"2DF","Mattia De Sciglio","(1992-10-20)20 October 1992 (aged 23)",22,0,"Milan","https://en.wikipedia.org/wiki/Mattia_De_Sciglio","Mattia De Sciglio","Milan","A.C. Milan","https://en.wikipedia.org/wiki/A.C._Milan","Italy","https://www.wikidata.org/wiki/Q379805"
3,"2DF","Giorgio Chiellini","(1984-08-14)14 August 1984 (aged 31)",84,6,"Juventus","https://en.wikipedia.org/wiki/Giorgio_Chiellini","Giorgio Chiellini","Juventus","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q80306"
4,"2DF","Matteo Darmian","(1989-12-02)2 December 1989 (aged 26)",22,1,"Manchester United","https://en.wikipedia.org/wiki/Matteo_Darmian","Matteo Darmian","Manchester United","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","Italy","https://www.wikidata.org/wiki/Q44788"
5,"2DF","Angelo Ogbonna","(1988-05-23)23 May 1988 (aged 28)",11,0,"West Ham United","https://en.wikipedia.org/wiki/Angelo_Ogbonna","Angelo Ogbonna","West Ham United","West Ham United F.C.","https://en.wikipedia.org/wiki/West_Ham_United_F.C.","Italy","https://www.wikidata.org/wiki/Q312937"
6,"3MF","Antonio Candreva","(1987-02-28)28 February 1987 (aged 29)",38,4,"Lazio","https://en.wikipedia.org/wiki/Antonio_Candreva","Antonio Candreva","Lazio","S.S. Lazio","https://en.wikipedia.org/wiki/S.S._Lazio","Italy","https://www.wikidata.org/wiki/Q32556"
7,"4FW","Simone Zaza","(1991-06-25)25 June 1991 (aged 24)",11,1,"Juventus","https://en.wikipedia.org/wiki/Simone_Zaza","Simone Zaza","Juventus","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q3961288"
8,"3MF","Alessandro Florenzi","(1991-03-11)11 March 1991 (aged 25)",17,2,"Roma","https://en.wikipedia.org/wiki/Alessandro_Florenzi","Alessandro Florenzi","Roma","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Italy","https://www.wikidata.org/wiki/Q1378371"
9,"4FW","Graziano Pellè","(1985-07-15)15 July 1985 (aged 30)",13,5,"Southampton","https://en.wikipedia.org/wiki/Graziano_Pell%C3%A8","Graziano Pellè","Southampton","Southampton F.C.","https://en.wikipedia.org/wiki/Southampton_F.C.","Italy","https://www.wikidata.org/wiki/Q218680"
10,"3MF","Thiago Motta","(1982-08-28)28 August 1982 (aged 33)",26,1,"Paris Saint-Germain","https://en.wikipedia.org/wiki/Thiago_Motta","Thiago Motta","Paris Saint-Germain","Paris Saint-Germain F.C.","https://en.wikipedia.org/wiki/Paris_Saint-Germain_F.C.","Italy","https://www.wikidata.org/wiki/Q191885"
11,"4FW","Ciro Immobile","(1990-02-20)20 February 1990 (aged 26)",13,1,"Torino","https://en.wikipedia.org/wiki/Ciro_Immobile","Ciro Immobile","Torino","Torino F.C.","https://en.wikipedia.org/wiki/Torino_F.C.","Italy","https://www.wikidata.org/wiki/Q458101"
12,"1GK","Salvatore Sirigu","(1987-01-12)12 January 1987 (aged 29)",16,0,"Paris Saint-Germain","https://en.wikipedia.org/wiki/Salvatore_Sirigu","Salvatore Sirigu","Paris Saint-Germain","Paris Saint-Germain F.C.","https://en.wikipedia.org/wiki/Paris_Saint-Germain_F.C.","Italy","https://www.wikidata.org/wiki/Q299779"
13,"1GK","Federico Marchetti","(1983-02-07)7 February 1983 (aged 33)",11,0,"Lazio","https://en.wikipedia.org/wiki/Federico_Marchetti","Federico Marchetti","Lazio","S.S. Lazio","https://en.wikipedia.org/wiki/S.S._Lazio","Italy","https://www.wikidata.org/wiki/Q80128"
14,"3MF","Stefano Sturaro","(1993-03-09)9 March 1993 (aged 23)",1,0,"Juventus","https://en.wikipedia.org/wiki/Stefano_Sturaro","Stefano Sturaro","Juventus","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q15731856"
15,"2DF","Andrea Barzagli","(1981-05-08)8 May 1981 (aged 35)",56,0,"Juventus","https://en.wikipedia.org/wiki/Andrea_Barzagli","Andrea Barzagli","Juventus","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q107051"
16,"3MF","Daniele De Rossi","(1983-07-24)24 July 1983 (aged 32)",103,18,"Roma","https://en.wikipedia.org/wiki/Daniele_De_Rossi","Daniele De Rossi","Roma","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Italy","https://www.wikidata.org/wiki/Q168497"
17,"4FW","Éder","(1986-11-15)15 November 1986 (aged 29)",10,2,"Internazionale","https://en.wikipedia.org/wiki/%C3%89der_(Italian_footballer)","Éder (Italian footballer)","Internazionale","Inter Milan","https://en.wikipedia.org/wiki/Inter_Milan","Italy","https://www.wikidata.org/wiki/Q167698"
18,"3MF","Marco Parolo","(1985-01-25)25 January 1985 (aged 31)",20,0,"Lazio","https://en.wikipedia.org/wiki/Marco_Parolo","Marco Parolo","Lazio","S.S. Lazio","https://en.wikipedia.org/wiki/S.S._Lazio","Italy","https://www.wikidata.org/wiki/Q949938"
19,"2DF","Leonardo Bonucci","(1987-05-01)1 May 1987 (aged 29)",57,3,"Juventus","https://en.wikipedia.org/wiki/Leonardo_Bonucci","Leonardo Bonucci","Juventus","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q208050"
20,"4FW","Lorenzo Insigne","(1991-06-04)4 June 1991 (aged 25)",9,2,"Napoli","https://en.wikipedia.org/wiki/Lorenzo_Insigne","Lorenzo Insigne","Napoli","S.S.C. Napoli","https://en.wikipedia.org/wiki/S.S.C._Napoli","Italy","https://www.wikidata.org/wiki/Q1756086"
21,"3MF","Federico Bernardeschi","(1994-02-16)16 February 1994 (aged 22)",4,0,"Fiorentina","https://en.wikipedia.org/wiki/Federico_Bernardeschi","Federico Bernardeschi","Fiorentina","ACF Fiorentina","https://en.wikipedia.org/wiki/ACF_Fiorentina","Italy","https://www.wikidata.org/wiki/Q15220993"
22,"3MF","Stephan El Shaarawy","(1992-10-27)27 October 1992 (aged 23)",19,3,"Roma","https://en.wikipedia.org/wiki/Stephan_El_Shaarawy","Stephan El Shaarawy","Roma","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Italy","https://www.wikidata.org/wiki/Q12984"
23,"3MF","Emanuele Giaccherini","(1985-05-05)5 May 1985 (aged 31)",25,3,"Bologna","https://en.wikipedia.org/wiki/Emanuele_Giaccherini","Emanuele Giaccherini","Bologna","Bologna F.C. 1909","https://en.wikipedia.org/wiki/Bologna_F.C._1909","Italy","https://www.wikidata.org/wiki/Q195878"
1,"1GK","Keiren Westwood","(1984-10-23)23 October 1984 (aged 31)",18,0,"Sheffield Wednesday","https://en.wikipedia.org/wiki/Keiren_Westwood","Keiren Westwood","Sheffield Wednesday","Sheffield Wednesday F.C.","https://en.wikipedia.org/wiki/Sheffield_Wednesday_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q357664"
2,"2DF","Séamus Coleman","(1988-10-11)11 October 1988 (aged 27)",34,0,"Everton","https://en.wikipedia.org/wiki/S%C3%A9amus_Coleman","Séamus Coleman","Everton","Everton F.C.","https://en.wikipedia.org/wiki/Everton_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q316724"
3,"2DF","Ciaran Clark","(1989-09-26)26 September 1989 (aged 26)",17,2,"Aston Villa","https://en.wikipedia.org/wiki/Ciaran_Clark","Ciaran Clark","Aston Villa","Aston Villa F.C.","https://en.wikipedia.org/wiki/Aston_Villa_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q350976"
4,"2DF","John O'Shea","(1981-04-30)30 April 1981 (aged 35)",111,3,"Sunderland","https://en.wikipedia.org/wiki/John_O'Shea","John O'Shea","Sunderland","Sunderland A.F.C.","https://en.wikipedia.org/wiki/Sunderland_A.F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q306351"
5,"2DF","Richard Keogh","(1986-08-11)11 August 1986 (aged 29)",12,1,"Derby County","https://en.wikipedia.org/wiki/Richard_Keogh","Richard Keogh","Derby County","Derby County F.C.","https://en.wikipedia.org/wiki/Derby_County_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q210755"
6,"3MF","Glenn Whelan","(1984-01-13)13 January 1984 (aged 32)",71,2,"Stoke City","https://en.wikipedia.org/wiki/Glenn_Whelan","Glenn Whelan","Stoke City","Stoke City F.C.","https://en.wikipedia.org/wiki/Stoke_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q316698"
